,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol
203051_at,-0.189801167,6.488165216,-3.007016671,0.005167802,0.030631999,-2.610765821,BAHD1
1569375_at,-0.189596337,2.782295896,-3.357915474,0.002076403,0.015418623,-1.760183264,LOC101929964
210312_s_at,-0.189432306,8.555252624,-2.975951912,0.005591571,0.032478398,-2.683706111,IFT20
217635_s_at,-0.189426984,6.448094983,-2.921163742,0.006420108,0.035931967,-2.811328292,POLG
211530_x_at,-0.189274408,11.45712142,-3.251022434,0.002752076,0.019175452,-2.024191573,HLA-G
1556989_at,-0.189199021,3.018099395,-3.005826596,0.00518346,0.030686117,-2.613567717,NA
212796_s_at,-0.189184935,8.241483031,-3.00015993,0.005258638,0.031022445,-2.626900973,TBC1D2B
222718_at,-0.188946344,7.089617497,-3.2722036,0.002603331,0.018361344,-1.972199271,PGAP6
232107_at,-0.18888618,4.51833966,-2.974170669,0.00561684,0.03257672,-2.687875915,SDHC
1556097_at,-0.18886068,2.619638103,-3.009513551,0.005135094,0.030494329,-2.604885252,HOMER2
78383_at,-0.188853718,7.070755566,-3.173714589,0.003366992,0.022351907,-2.21255035,SMIM27
211168_s_at,-0.188828903,7.783882717,-3.368443093,0.002019234,0.015086312,-1.73396737,UPF1
224513_s_at,-0.188775064,6.995924004,-3.06165608,0.004495264,0.027627798,-2.481483345,UBQLN4
222267_at,-0.188764402,4.77701448,-3.047009457,0.004666908,0.028385929,-2.516260706,TMEM209
217999_s_at,-0.188676451,3.35246631,-3.171637282,0.003385202,0.022431938,-2.217580571,PHLDA1
233093_s_at,-0.18866902,9.280392027,-2.972183074,0.005645164,0.032692442,-2.692527161,BIRC6
200640_at,-0.188604788,11.64580387,-3.169100341,0.003407568,0.022547356,-2.223721556,YWHAZ
211043_s_at,-0.18851804,7.983375513,-3.771661851,0.000678953,0.006457078,-0.704224639,CLTB
221287_at,-0.188389105,6.64781426,-3.111174599,0.003958286,0.025165035,-2.363257404,RNASEL
224337_s_at,-0.18836785,4.124141713,-3.26345026,0.002663844,0.018713306,-1.993705318,FZD4
205441_at,-0.188359966,7.903496122,-3.400322579,0.001855201,0.014104192,-1.654354381,OCEL1
233568_x_at,-0.188332115,7.978030672,-3.237856488,0.002848598,0.019672489,-2.056427058,CWF19L1
210570_x_at,-0.188310372,7.087972365,-3.248642586,0.002769288,0.019261016,-2.030023084,MAPK9
204125_at,-0.188272329,7.187891142,-3.300890484,0.002414112,0.017289018,-1.901526369,NDUFAF1
226795_at,-0.188252398,6.530861275,-3.577139927,0.001154122,0.009789268,-1.206907449,LRCH1
243403_x_at,-0.188228719,4.560721463,-3.176373508,0.003343821,0.022230471,-2.206109336,CPM
224129_s_at,-0.188172979,9.130224468,-3.948572448,0.000416338,0.004441619,-0.238834438,DPY30
219611_s_at,-0.188170266,7.023218036,-3.653077576,0.000939131,0.00832339,-1.011888092,CEP85
1555201_a_at,-0.188165248,6.571219892,-3.044506468,0.004696856,0.028511225,-2.522195006,RMND1
204084_s_at,-0.188042081,6.961696219,-2.94308958,0.006075513,0.034519245,-2.760413118,CLN5
224867_at,-0.187948556,9.874384272,-3.43034929,0.001712484,0.013275211,-1.579061884,MICOS10
225736_at,-0.187757936,6.524042849,-3.647510033,0.000953474,0.008426943,-1.026241119,FBXO22
202539_s_at,-0.187730893,7.775517162,-3.177919909,0.003330414,0.022168298,-2.202362061,HMGCR
224987_at,-0.187582218,6.824454213,-2.984358212,0.005473762,0.032004913,-2.664008886,C6orf89
238618_at,-0.187282656,4.821708092,-3.851518561,0.000544847,0.005475011,-0.495046323,NF2
204009_s_at,-0.18703342,9.569727191,-2.898430563,0.006796797,0.037464953,-2.863891825,KRAS
225535_s_at,-0.187022242,8.757377567,-3.171705349,0.003384604,0.022431938,-2.217415771,NA
211605_s_at,-0.186850131,5.435296967,-2.939960341,0.006123603,0.034731118,-2.767692707,RARA
228009_x_at,-0.186824274,8.621217236,-3.116434199,0.003904979,0.024894981,-2.350642147,ZNRD1
238565_at,-0.186695209,5.815017451,-2.930983532,0.006263557,0.035322559,-2.788551573,NA
213741_s_at,-0.186668879,6.237873826,-3.177213948,0.003336528,0.022200886,-2.204072877,KPNA1
200858_s_at,-0.186542892,12.39891296,-3.06377985,0.004470879,0.027526204,-2.476433274,NA
203133_at,-0.186458775,10.41477637,-3.43511113,0.001690846,0.013159137,-1.5670946,SEC61B
209326_at,-0.186429354,6.432607252,-3.778428306,0.000666443,0.006372569,-0.686560499,SLC35A2
210265_x_at,-0.186257074,5.407044162,-3.01330368,0.005085821,0.030280655,-2.59595382,POU5F1P3
218434_s_at,-0.186017989,6.667136666,-3.40439709,0.001835184,0.01399619,-1.644154761,AACS
221957_at,-0.185981816,7.521993807,-3.299458498,0.002423236,0.017337141,-1.905061132,PDK3
218534_s_at,-0.185938771,8.113120278,-3.216240057,0.003014131,0.020522743,-2.109214231,AGGF1
202038_at,-0.185879042,9.561270297,-3.085964742,0.004223549,0.026412274,-2.423570125,UBE4A
218698_at,-0.185653559,8.21439718,-3.518041428,0.001353704,0.011069965,-1.357529027,APIP
203781_at,-0.185629993,9.720807453,-3.115825559,0.003911112,0.024925991,-2.352102545,MRPL33
226387_at,-0.185329278,7.906917612,-3.554776893,0.001226046,0.010256132,-1.264024626,RSBN1L
209899_s_at,-0.18529911,9.090593924,-4.065748148,0.000300251,0.003439393,0.073160423,PUF60
218287_s_at,-0.185202253,7.990181541,-3.361984159,0.002054126,0.015303088,-1.750055862,AGO1
202358_s_at,-0.185113023,7.756633206,-3.840875181,0.000561102,0.005598226,-0.523013707,SNX19
215569_at,-0.184942891,5.408053158,-3.182610335,0.003290064,0.021945133,-2.190990532,GTF2IRD2B
218549_s_at,-0.184854645,7.720865813,-3.17090424,0.00339165,0.022469221,-2.219355246,RMDN1
217733_s_at,-0.184823857,13.48496843,-3.815389176,0.000601972,0.005908947,-0.589874233,TMSB10
244320_at,-0.184698647,3.965846721,-3.922902476,0.000447112,0.004694804,-0.306803298,NHLRC2
223264_at,-0.184553913,8.598647481,-2.982227269,0.005503402,0.032140407,-2.669004887,TLNRD1
212082_s_at,-0.184550253,12.37162272,-4.137525835,0.000245514,0.002949565,0.265593733,MYL6
221488_s_at,-0.184543862,10.16223366,-3.552782774,0.001232666,0.010305204,-1.269110658,CUTA
233842_x_at,-0.184492313,8.449239549,-3.765350302,0.000690828,0.006539502,-0.720690961,RTF2
221308_at,-0.184327513,4.725471872,-3.446402136,0.001640586,0.012865745,-1.538689342,FRS2
208143_s_at,-0.184219141,2.701492571,-4.154207184,0.00023427,0.002848914,0.310449682,EDDM3A
223560_s_at,-0.184145134,7.081869357,-3.064891259,0.004458168,0.027478763,-2.473789738,NDUFAF7
221722_x_at,-0.184102582,3.772395395,-3.356937351,0.002081793,0.015450253,-1.762617082,LZTS1
212755_at,-0.184101729,4.933964287,-3.013000122,0.005089751,0.030300753,-2.596669378,MON2
236401_at,-0.183997008,8.624224367,-3.468884308,0.001544766,0.012276172,-1.482009186,NA
203076_s_at,-0.183963922,8.947063317,-3.953625151,0.00041053,0.004393369,-0.225439239,SMAD2
223428_s_at,-0.183935488,6.625138872,-4.011543118,0.00034936,0.003882368,-0.071511897,ISY1
215458_s_at,-0.183878114,4.629560468,-3.327886481,0.002248144,0.016395526,-1.834753934,SMURF1
200759_x_at,-0.183688354,7.915172094,-4.112344128,0.000263498,0.003111615,0.197974572,NFE2L1
202957_at,-0.183646821,11.41592031,-3.212371397,0.00304471,0.020687156,-2.118643162,HCLS1
1567320_at,-0.183605124,3.616640396,-3.205183243,0.003102317,0.021005969,-2.136147699,NA
225593_at,-0.183595466,8.442989842,-3.297039109,0.002438727,0.017427447,-1.911031592,LSM10
220738_s_at,-0.183512858,3.560871838,-3.078368924,0.00430673,0.026800645,-2.441692332,RPS6KA6
227638_at,-0.183270592,7.19341592,-3.221030136,0.002976675,0.020328469,-2.097531831,EPG5
203429_s_at,-0.183189459,8.14184488,-3.197605587,0.003164172,0.021318682,-2.154579742,SUCO
219080_s_at,-0.182932397,4.749161073,-3.254406118,0.00272778,0.019037665,-2.015896736,CTPS2
201953_at,-0.182930581,9.559231714,-3.257723046,0.002704163,0.018916339,-2.007761507,CIB1
218293_x_at,-0.182843188,3.970034134,-3.239194912,0.00283864,0.019626029,-2.053152962,NUP50
203600_s_at,-0.182766216,7.592383801,-2.996019061,0.005314225,0.031285521,-2.636635495,FAM193A
218909_at,-0.182546856,7.177105823,-2.943831736,0.00606416,0.034472653,-2.758685999,RPS6KC1
1561916_at,-0.182488994,3.582862019,-3.255265263,0.002721644,0.019013478,-2.013789946,NA
212411_at,-0.182439219,8.661293687,-3.101942866,0.00405353,0.025586096,-2.385373233,IMP4
224642_at,-0.182162406,8.152257263,-3.103123804,0.004041226,0.025532012,-2.382546042,FYTTD1
202745_at,-0.18214194,8.199283415,-3.805686894,0.000618282,0.006033358,-0.615286648,USP8
200642_at,-0.181840205,10.78031033,-2.905550877,0.00667663,0.036974044,-2.847453242,SOD1
244146_at,-0.181745157,2.737188194,-3.408376084,0.001815837,0.013879615,-1.634188982,DTWD1
201190_s_at,-0.181678304,8.573369058,-3.086642831,0.004216197,0.026381278,-2.421951194,PITPNA
212465_at,-0.181421095,8.831297082,-3.441117651,0.001663927,0.013002029,-1.551988828,SETD3
215603_x_at,-0.181228032,6.159069509,-3.139144418,0.003682552,0.023884165,-2.296045568,NA
1552641_s_at,-0.181192478,5.516471276,-2.926210312,0.006339198,0.035632329,-2.799628275,NA
218896_s_at,-0.181106311,7.038635371,-3.246608323,0.002784083,0.019351605,-2.035006144,NCBP3
211202_s_at,-0.181095628,7.233447956,-3.35304989,0.002103347,0.015557429,-1.772286857,KDM5B
224738_x_at,-0.181094049,9.470332268,-4.285877625,0.000161608,0.002145686,0.666153809,RPL7L1
218561_s_at,-0.181025794,7.947308364,-2.987236208,0.005433971,0.031815831,-2.65725832,LYRM4
212371_at,-0.180979549,7.76127172,-3.197306048,0.003166641,0.021324807,-2.155307901,DESI2
216973_s_at,-0.180797401,3.588637077,-3.005982103,0.005181412,0.030682733,-2.613201627,HOXB7
218004_at,-0.180707598,7.97614226,-3.380952147,0.001953272,0.014687725,-1.70276878,BSDC1
218527_at,-0.180700978,6.973547488,-3.707689606,0.000809099,0.00740872,-0.870655377,APTX
224834_at,-0.18064776,7.569193962,-3.340471212,0.002174571,0.015984763,-1.803540064,UBTD2
203224_at,-0.180484294,8.141532785,-3.380071261,0.001957848,0.014716161,-1.704967497,RFK
1560596_at,-0.180367418,5.074960783,-3.046991673,0.00466712,0.028385929,-2.51630288,NA
232004_at,-0.180127995,6.538820418,-2.890044917,0.00694093,0.038033207,-2.883222287,HNRNPR
228811_at,-0.180121404,5.216779319,-3.210074237,0.003063008,0.020788229,-2.124239292,NA
1569665_at,-0.180073573,4.192329846,-2.977218867,0.005573663,0.032417819,-2.680739395,NA
224980_at,-0.180023153,6.539175549,-2.93984104,0.006125443,0.034734351,-2.767970152,LEMD2
218152_at,-0.179693335,7.83022729,-2.970994009,0.005662173,0.032763182,-2.695308919,HMG20A
234461_at,-0.179677,3.730373163,-3.045855245,0.004680696,0.028444707,-2.518997534,RNF215
212653_s_at,-0.179618701,7.081924901,-2.989957787,0.005396594,0.031651877,-2.650871372,EHBP1
218078_s_at,-0.179586297,7.179374543,-3.611483424,0.001051558,0.009108668,-1.118909578,ZDHHC3
224897_at,-0.1792854,8.601195679,-3.810400948,0.000610304,0.005973785,-0.602942332,WDR26
201266_at,-0.179274063,8.60883551,-3.338031645,0.00218865,0.016049415,-1.809595179,TXNRD1
202763_at,-0.179112504,8.188248804,-2.944351497,0.006056222,0.034441847,-2.757476284,CASP3
225445_at,-0.179083347,7.510926308,-2.923940212,0.006375474,0.03576637,-2.8048927,UBN2
202845_s_at,-0.178988658,8.463017237,-3.063167034,0.004477903,0.027546054,-2.477890667,RALBP1
244049_at,-0.178904488,4.246194639,-3.476522786,0.001513456,0.012074508,-1.462715449,NA
51146_at,-0.17887982,6.307352376,-2.955252953,0.005891955,0.03376757,-2.732076423,PIGV
235233_s_at,-0.17887433,7.024183729,-3.542840676,0.001266192,0.010514738,-1.294450579,GMEB1
213867_x_at,-0.178855934,14.15544216,-4.19607362,0.000208232,0.002610064,0.423240796,ACTB
214965_at,-0.178808225,7.327813044,-3.07344902,0.004361436,0.027054857,-2.453417797,SPATA2L
32837_at,-0.1786061,7.667746506,-3.008244559,0.005151693,0.030563021,-2.60787427,AGPAT2
212299_at,-0.178195175,8.701818767,-3.996400501,0.000364432,0.004011082,-0.111822832,NEK9
201077_s_at,-0.178118136,10.26982807,-3.130021058,0.003770417,0.024295529,-2.318003039,NA
243877_at,-0.178070273,3.114306094,-3.069738936,0.004403125,0.027245458,-2.46225341,NA
203530_s_at,-0.177928972,8.450749949,-3.354433747,0.00209565,0.015528461,-1.768845204,STX4
243832_at,-0.177866434,3.464516612,-3.069358469,0.004407422,0.027262788,-2.463159179,NA
210775_x_at,-0.177626968,6.737190401,-3.285367188,0.002514803,0.017866018,-1.939805896,CASP9
222359_x_at,-0.177617666,2.541091704,-3.443698909,0.001652486,0.012942224,-1.545493681,KDSR
225676_s_at,-0.177414495,8.323033445,-3.249432031,0.002763567,0.019227633,-2.028088879,DCAF13
202088_at,-0.17740727,9.218785607,-2.904001095,0.006702613,0.037091638,-2.851033151,SLC39A6
243643_x_at,-0.177314942,7.036182524,-3.140539474,0.003669289,0.023831629,-2.292685169,SLC30A6
233028_at,-0.177075739,2.991016141,-3.945316028,0.000420124,0.00447241,-0.247464634,MCMBP
65591_at,-0.177048575,8.007572567,-2.924689886,0.006363473,0.035728491,-2.803154439,WDR48
208897_s_at,-0.177041573,8.55265856,-3.344716085,0.00215028,0.015842416,-1.792999229,DDX18
223258_s_at,-0.176928983,6.685382466,-2.964091671,0.005761868,0.033178529,-2.711444477,G2E3
202677_at,-0.176928702,9.001087183,-3.329344686,0.002239498,0.016347566,-1.831139954,RASA1
225568_at,-0.176799659,6.936592918,-2.900690031,0.006758446,0.037281329,-2.858677895,TMEM141
202678_at,-0.176767691,9.311257007,-3.316823812,0.002314787,0.016758104,-1.862147348,GTF2A2
1557991_at,-0.17670922,3.280115368,-2.943671759,0.006066606,0.034482969,-2.759058312,METTL6
218336_at,-0.176680388,8.694123368,-2.920540464,0.006430168,0.035958823,-2.812772517,PFDN2
215482_s_at,-0.176386368,8.31942143,-4.267800127,0.000170082,0.002237489,0.617152949,EIF2B4
226227_x_at,-0.176224833,11.14399081,-2.918437145,0.006464226,0.036101282,-2.817644937,ZFAS1
227793_at,-0.176178726,6.963146826,-2.893970124,0.006873109,0.037737218,-2.874177925,MIRLET7D
201076_at,-0.175892377,8.205229047,-3.328264703,0.002245898,0.01638352,-1.833816628,SNU13
234111_at,-0.175767402,6.929219579,-3.410829616,0.001804005,0.013808482,-1.628041285,ZNF81
202857_at,-0.175685854,9.228504166,-3.146597811,0.003612221,0.023564987,-2.278083066,CNPY2
1554694_at,-0.175638276,3.542122178,-3.450406716,0.001623109,0.012773215,-1.528605065,CCNY
204847_at,-0.175552098,8.820345475,-3.045980603,0.004679196,0.028438757,-2.518700315,ZBTB11
219065_s_at,-0.175535283,9.242007455,-3.611325691,0.001052008,0.009111124,-1.119314505,NA
219394_at,-0.175524177,7.953378658,-2.979682223,0.005539,0.032276519,-2.674969191,PGS1
227836_at,-0.175444254,8.260201409,-2.982423858,0.005500661,0.032140407,-2.668544066,UTP23
218214_at,-0.175434588,7.539010185,-2.891614124,0.006913741,0.037926036,-2.879607399,ATG101
204369_at,-0.17535491,7.936914678,-2.930667836,0.006268534,0.035344135,-2.789284488,PIK3CA
1564468_at,-0.175331339,2.506725803,-2.926500784,0.006334571,0.03561364,-2.798954496,NA
214272_at,-0.175282678,6.445540293,-3.485179859,0.001478712,0.011854634,-1.44082686,CYLD
201191_at,-0.175280348,7.587449981,-2.975190346,0.005602362,0.032523798,-2.685489068,PITPNA
226230_at,-0.175269675,8.861300611,-3.065835998,0.00444739,0.027441716,-2.471542237,PPP4R3B
201099_at,-0.175263888,8.419639128,-3.139201876,0.003682005,0.023884165,-2.29590718,USP9X
221873_at,-0.175221977,8.065254808,-3.574182276,0.001163395,0.009846533,-1.214469927,ZNF143
241796_x_at,-0.175140163,2.422305756,-2.999219117,0.005271219,0.031082165,-2.629113317,NA
208689_s_at,-0.175078433,10.10485815,-3.1931115,0.003201411,0.021490135,-2.165501019,RPN2
223175_s_at,-0.174930549,6.956943559,-3.42377949,0.001742777,0.013450919,-1.595560854,FEM1A
1552261_at,-0.174734278,3.463321459,-2.904541636,0.00669354,0.037048926,-2.849784654,WFDC2
208958_at,-0.174678072,5.298100461,-3.120606972,0.003863174,0.024718434,-2.34062585,ERP44
1569368_at,-0.174671963,4.520493016,-3.047929865,0.004655941,0.028354154,-2.514077873,ACTG1P17
224636_at,-0.174481761,8.516714762,-3.287043525,0.002503739,0.017808238,-1.935676267,NA
226883_at,-0.174347446,8.519630439,-2.918617647,0.006461296,0.036088608,-2.817226874,NA
53071_s_at,-0.174344098,7.383781516,-3.354106865,0.002097466,0.015534941,-1.769658217,OGFOD3
207812_s_at,-0.173877208,8.942154131,-3.394884112,0.001882246,0.01425964,-1.667959827,GORASP2
201722_s_at,-0.173704248,8.609604693,-3.135905063,0.003713524,0.024042262,-2.303845566,GALNT1
217754_at,-0.17364672,7.672041555,-3.013963675,0.005077286,0.030233134,-2.594397922,DDX56
218160_at,-0.1736394,8.285501398,-3.216458511,0.003012413,0.020516155,-2.108681636,NDUFA8
234188_at,-0.173552928,5.37120427,-3.899171876,0.000477532,0.004943961,-0.369509131,NA
227981_at,-0.17350548,8.537471693,-3.186628449,0.003255869,0.02175952,-2.181242296,CYB561D1
1560185_at,-0.173387556,2.952646133,-3.638257408,0.000977783,0.008587995,-1.050075367,NA
225810_at,-0.173111019,8.400626736,-2.892667071,0.006895554,0.037845252,-2.877181161,MTMR10
224869_s_at,-0.172850779,7.443392537,-3.168539057,0.003412536,0.022569299,-2.225079881,MRPS25
209140_x_at,-0.172109759,13.72847609,-3.714397959,0.000794387,0.007309507,-0.853252251,HLA-B
211378_x_at,-0.171990278,12.56082827,-3.693487772,0.000841123,0.007645622,-0.907459456,PPIA
211609_x_at,-0.171914093,9.810559654,-3.960340503,0.000402933,0.004339376,-0.207627807,PSMD4
224594_x_at,-0.171885997,14.12870897,-4.007251357,0.000353568,0.003918783,-0.082941646,ACTB
201252_at,-0.171751816,8.594057782,-2.91661998,0.006493788,0.036207204,-2.821852878,PSMC4
221028_s_at,-0.171659565,5.843828016,-2.984821335,0.00546734,0.031984468,-2.662922837,GFOD2
218080_x_at,-0.171633784,7.878678902,-3.660267254,0.000920918,0.008198207,-0.993340686,FAF1
223077_at,-0.171629451,8.399762919,-2.903113195,0.006717543,0.037159212,-2.853083662,TMOD3
228299_at,-0.171513216,9.718389868,-3.083438009,0.004251048,0.026553871,-2.429601035,KCTD20
211528_x_at,-0.171378036,12.97434078,-3.14755789,0.003603255,0.023523338,-2.275767721,HLA-G
221085_at,-0.171202192,3.214572942,-3.369374251,0.002014251,0.015056995,-1.731646799,TNFSF15
237365_at,-0.170956512,3.224959884,-3.934372745,0.000433096,0.004578071,-0.276449952,ELOVL2-AS1
201872_s_at,-0.170541987,8.317777152,-3.165126664,0.003442885,0.022706842,-2.23333537,ABCE1
222460_s_at,-0.170490646,9.019409619,-3.062283093,0.004488052,0.027589863,-2.479992574,PSME3IP1
236521_at,-0.170048145,2.950343982,-3.003850688,0.005209558,0.030796038,-2.618218435,NA
236654_s_at,-0.169656658,3.213853303,-2.995143701,0.005326046,0.031331768,-2.63869239,NA
226032_at,-0.169646683,9.466224765,-3.447935386,0.001633873,0.01283137,-1.534828938,CASP2
222605_at,-0.169525767,8.506453287,-3.267152473,0.002638087,0.018558599,-1.984612737,RCOR3
224347_x_at,-0.168750424,6.434864537,-3.278088983,0.002563388,0.018131078,-1.957723999,UBE2J2
229859_at,-0.168726141,4.56608342,-3.453106153,0.001611429,0.012696829,-1.521804498,NA
214593_at,-0.168650383,2.888825221,-3.02035529,0.004995336,0.029885106,-2.579320568,PIAS2
235142_at,-0.168465957,3.026441571,-3.225448155,0.002942524,0.020150611,-2.086749277,ZBTB8A
218455_at,-0.168410035,6.30324417,-3.080620036,0.004281917,0.026688806,-2.436324039,NFS1
232476_at,-0.168387054,3.35634122,-3.695229519,0.00083713,0.007615658,-0.902948579,NA
214268_s_at,-0.168373726,7.957250141,-2.991295349,0.005378314,0.03156159,-2.647731246,MTMR4
206662_at,-0.168309487,11.04432742,-3.340834289,0.002172483,0.015972752,-1.802638717,GLRX
1553113_s_at,-0.168253996,6.648802671,-3.015996965,0.005051079,0.030123011,-2.589603407,CDK8
224675_at,-0.168167854,9.253227486,-3.492781008,0.001448842,0.011654327,-1.421588897,MESD
222700_at,-0.168145567,8.363104523,-2.953424846,0.005919204,0.033873089,-2.73633946,ATL2
212043_at,-0.168034167,10.87400256,-3.278752771,0.00255892,0.01810416,-1.956090615,TGOLN2
212153_at,-0.167975699,8.539562676,-3.777759315,0.00066767,0.006379733,-0.688307434,POGZ
200763_s_at,-0.167820336,13.86886316,-4.597768195,6.66E-05,0.001085447,1.518557389,RPLP1
227825_at,-0.167432737,6.542681079,-3.593001572,0.001105602,0.009476218,-1.166307345,NAIF1
238792_at,-0.167411852,5.66575185,-3.565523365,0.001190958,0.010029009,-1.236595434,PCNX1
218971_s_at,-0.167361708,6.923582286,-3.020776807,0.004989976,0.029859891,-2.578325635,WDR91
44120_at,-0.167330308,6.908249682,-2.984489426,0.005471942,0.032001115,-2.663701191,ADCK2
203707_at,-0.167091027,7.780954094,-3.676903945,0.00088008,0.007920716,-0.950368784,NA
241498_at,-0.166901793,5.231283898,-3.542380039,0.001267766,0.010524329,-1.295623916,HARBI1
225652_at,-0.166827974,7.056399137,-2.902491728,0.006728011,0.037189741,-2.854518662,FARP2
218572_at,-0.16652819,8.568063969,-2.960358196,0.005816482,0.0334191,-2.720163567,NA
221955_at,-0.166308662,3.308731291,-2.961827512,0.005794931,0.033323288,-2.716732876,GNA11
214703_s_at,-0.166177126,8.124427486,-2.897214444,0.006817523,0.03752629,-2.866697178,MAN2B2
228431_at,-0.166086979,2.968090892,-3.306685939,0.00237752,0.017097319,-1.887213286,NFYA
1566433_at,-0.166037146,6.013024416,-3.066583621,0.004438878,0.027408084,-2.469763409,PLD4
201293_x_at,-0.165728107,12.61019517,-3.714779221,0.000793558,0.007303131,-0.852262813,PPIA
